train_loss,train_acc,val_loss,val_acc,train_time,val_time,epoch_time
1.221607047812383,0.5035360678925035,0.875193467911552,0.6792452830188679,13.320837020874023,1.8688669204711914,15.191396236419678
0.38153256868061264,0.8703441772748703,0.5043351654620731,0.8207547169811321,10.11575174331665,1.0958120822906494,11.211849927902222
0.11881195737006969,0.9721829325789721,0.24675889280350768,0.9056603773584906,10.091247797012329,1.0684380531311035,11.15994906425476
0.03637872045138445,0.9933993399339934,0.1152134335202658,0.960377358490566,10.364339113235474,1.2374341487884521,11.602086782455444
0.018960129835072177,0.9957567185289957,0.12847902404610068,0.9660377358490566,10.18181300163269,1.0998940467834473,11.282002925872803
0.00954088020047411,0.9981140971239981,0.08089995834384087,0.9754716981132076,10.554840087890625,1.1805880069732666,11.73570203781128
0.005048767828970756,1.0,0.07686172484553776,0.9773584905660377,11.091017961502075,1.2600369453430176,12.351336002349854
0.0038898284433241514,1.0,0.07640915662298486,0.9792452830188679,10.557379007339478,1.122877836227417,11.680538177490234
0.0034031667768486067,1.0,0.07444094841262353,0.9811320754716981,10.423824310302734,1.0575299263000488,11.481667757034302
0.00349998776669635,1.0,0.07744741046789226,0.9792452830188679,10.460890769958496,1.1674559116363525,11.628607988357544
