train_loss,train_acc,val_loss,val_acc
2.8839432452557356,0.20022246941045607,2.3138336386791494,0.3961424332344214
2.2168609602211493,0.36299592139414166,1.8854534542837809,0.45252225519287836
1.812410748921908,0.47200593251761214,1.4746089134105416,0.5593471810089021
1.4989807552839878,0.5672969966629589,1.2016479456147482,0.7002967359050445
1.2759478113355016,0.628846866889136,1.0078708328479944,0.7522255192878339
1.1293486543661038,0.6581386725991842,0.9414869747882666,0.7240356083086054
1.0047594231261303,0.699666295884316,0.7767369615477185,0.7833827893175074
0.9520488529515689,0.7026325546903968,0.648799331035725,0.827893175074184
0.82840509157209,0.7486095661846496,0.6911660699650298,0.8160237388724035
0.805074952410523,0.7567667779013719,0.5582760738772016,0.8353115727002968
0.6969551213041565,0.7782721542454579,0.5308419563049493,0.8531157270029673
0.660297165608265,0.8027437893956247,0.47701089718747275,0.8590504451038575
0.6301079311314419,0.7971820541342232,0.508128690338412,0.857566765578635
0.5821038788768667,0.8205413422321097,0.4427785404719586,0.8887240356083086
0.5850844016001069,0.8112717834631071,0.38641421189315095,0.8946587537091988
0.5096246623957651,0.8420467185761957,0.37609899301774974,0.9050445103857567
0.5263232764231383,0.8375973303670745,0.3996191274288089,0.8946587537091988
0.4751329568473721,0.8520578420467185,0.37509898529496305,0.887240356083086
0.47455566821719064,0.8576195773081201,0.3302771358664126,0.9065281899109793
0.45125944270978313,0.8605858361142009,0.32030957584204367,0.9154302670623146
0.422460854009411,0.8650352243233222,0.3245456591248512,0.9050445103857567
0.4121913399393036,0.8680014831294031,0.29484932484148546,0.9183976261127597
0.3922659206319843,0.8724508713385243,0.35233175868255107,0.8887240356083086
0.38538652345449964,0.8702261772339637,0.2974717658402961,0.9198813056379822
0.34647907800531597,0.8861698183166481,0.27284905866199977,0.9198813056379822
0.3462878056752258,0.885799035965888,0.31357478376391323,0.8976261127596439
0.3453787415337986,0.885799035965888,0.26419916036430485,0.9287833827893175
0.3250774325439211,0.8939562476826103,0.25955175164393907,0.9228486646884273
0.3111626480943,0.9039673711531331,0.24596952140158,0.9258160237388724
0.28830488744748417,0.9065628476084538,0.25124618272448695,0.9332344213649851
0.28158462760672415,0.9162031887282165,0.22418993496103212,0.9436201780415431
0.2979945495239729,0.9039673711531331,0.24515963509288985,0.9243323442136498
0.26757192603979235,0.9139784946236559,0.22947682675277425,0.9347181008902077
0.2603945878923997,0.9195402298850575,0.22996342720377239,0.9287833827893175
0.24000120788988982,0.9191694475342974,0.22804173656067875,0.9347181008902077
0.2322394717374497,0.9228772710418984,0.20896104731337103,0.9391691394658753
0.22515143531225842,0.9299221357063404,0.1913797740884082,0.9436201780415431
0.2078849372547671,0.9373377827215424,0.1898431079408024,0.9480712166172107
0.21499386531185116,0.9328883945124212,0.19148396730807415,0.9421364985163204
0.20401675656393786,0.9373377827215424,0.18846803049145397,0.9480712166172107
0.19613638817823145,0.9410456062291435,0.1814150687409998,0.9510385756676558
0.2003547199753791,0.9340007415647015,0.18030234115999624,0.9510385756676558
0.201588530820855,0.9332591768631813,0.18041956846515628,0.9525222551928784
0.18353383800224263,0.939191694475343,0.1877361808965784,0.9480712166172107
0.18562193145457456,0.9432703003337041,0.18872895570970033,0.9465875370919882
0.17472633088734993,0.9506859473489062,0.17950836530355954,0.9480712166172107
0.1857066495487323,0.9414163885799036,0.18444492740469964,0.9510385756676558
0.18157523922269514,0.946236559139785,0.1727777088662003,0.9525222551928784
0.17536912725125192,0.9399332591768632,0.18794350987462716,0.9480712166172107
0.1865872070386168,0.946236559139785,0.17865999786421483,0.9525222551928784
