train_loss,train_acc,val_loss,val_acc
0.8934834012375271,0.8191309987029831,0.2824180733366131,0.9636835278858625
0.27685761254732943,0.9632944228274968,0.23236494869210167,0.969390402075227
0.21087181531820307,0.9675745784695201,0.2060623326304048,0.972503242542153
0.19806302605820936,0.9691958495460441,0.21722872629645765,0.9717250324254215
0.17722492810692328,0.9715953307392996,0.22822226667139076,0.972503242542153
0.17283883870118472,0.9711413748378729,0.21115203315577627,0.9699092088197147
0.16749221349040364,0.9726977950713359,0.19811514730244503,0.9730220492866407
0.16139545880356626,0.9744487678339818,0.20283343843126445,0.9704280155642023
0.15625418024185922,0.9739948119325551,0.2016633121698662,0.9706874189364462
0.1584752155837402,0.974189364461738,0.21031808531630583,0.9706874189364462
