train_loss,train_acc,val_loss,val_acc
2.7770287884763007,0.21208750463477938,2.0563048748082893,0.37091988130563797
1.9114194244322693,0.40044493882091214,1.9657712207977163,0.3991097922848665
1.4656258556969772,0.5135335558027437,1.0598135812338008,0.6068249258160238
1.1104250883562325,0.6184649610678532,0.7076267036934232,0.7537091988130564
0.8161464717966564,0.7156099369670004,0.8016722182375055,0.7047477744807121
0.6960460903376517,0.7626992955135335,0.8847482869642527,0.6869436201780416
0.5740218440280158,0.8042269187986651,0.3990608538652575,0.8635014836795252
0.430450184105416,0.8572487949573601,0.31098612562515016,0.9124629080118695
0.41346343403913566,0.8594734890619207,0.29395591324671755,0.9050445103857567
0.29423975611667663,0.910641453466815,0.1433644473855925,0.9629080118694362
0.30116767795569094,0.9024842417500927,0.11225729488204558,0.9703264094955489
0.20481888888150276,0.9317760474601409,0.10644606999723988,0.9703264094955489
0.17329252374595439,0.946607341490545,0.0541708560313266,0.9866468842729971
0.19480437586998797,0.9354838709677419,0.09645794391588763,0.9762611275964391
0.174693487198836,0.9443826473859844,0.17826484987068228,0.9406528189910979
0.1530387056219948,0.949944382647386,0.05168517279339857,0.9866468842729971
0.10943731376846161,0.9670003707823508,0.056335290035687734,0.9881305637982196
0.14848356292797968,0.9514275120504264,0.044380526816429094,0.9925816023738873
0.13243951118060734,0.9555061179087876,0.03437879597050744,0.9910979228486647
0.12401428805752354,0.9588431590656284,0.05201458014807729,0.9896142433234422
0.10514305242662422,0.9699666295884316,0.06835227535068339,0.9821958456973294
0.12517712226815345,0.9584723767148684,0.04219810017939592,0.9925816023738873
0.09485823136600031,0.9733036707452726,0.039579186945893734,0.9940652818991098
0.07877446994386592,0.9770114942528736,0.041483074873360955,0.9925816023738873
0.061387455168720226,0.9833147942157954,0.029792940826493662,0.9925816023738873
