train_loss,train_acc,val_loss,val_acc
3.118893370804963,0.10568502988463142,2.919388474797356,0.1508524833209785
2.798227095780549,0.1839873974887643,2.6448525789926745,0.23851000741289843
2.4956102060388634,0.25696149747486446,2.4772350717578413,0.26927353595255743
2.1613842497931586,0.350878005837928,2.010153204026307,0.4028910303928836
1.8643154121328283,0.4850113515266645,1.7353509029693153,0.519644180874722
1.5654191497520165,0.5901867210304407,1.4365962913050454,0.615826538176427
1.3300663805890967,0.6693230783487004,1.214676913425062,0.689770200148258
1.2050427170153017,0.7070379465319928,1.1042298007998945,0.7368421052631579
0.9675829330197087,0.7824676828985776,0.890724006841874,0.8100444773906598
0.9174107519785563,0.8053097345132744,0.835822194638337,0.8291326908821349
0.7602197794119517,0.8543297965991753,0.7185035467853208,0.8580429948109711
0.668424123481468,0.8751795394523467,0.6192063541101986,0.884173461823573
0.5731836775055638,0.8972802668767085,0.605807653721973,0.8834321719792438
0.4776946779533669,0.9168326923967938,0.43599343088251596,0.9223498888065234
0.4108205712062341,0.9347634712505213,0.4058718345398028,0.9303187546330616
0.3932755521491722,0.9367094472501506,0.34673163947269053,0.948295033358043
0.32461632050849776,0.9514432655330585,0.472058861389668,0.9160489251297257
0.31574446025821895,0.9512579344854747,0.28833166276209454,0.9558932542624166
0.4282972744107246,0.929064541537321,0.3181911310147957,0.9573758339510748
0.23243251790603,0.9737756567668999,0.22732298217228883,0.9701630837657524
0.19053486668401295,0.9776676087661585,0.21046373159927728,0.9696071163825055
0.2054609908329116,0.9735439929574202,0.2340952352835582,0.9642327650111193
0.20637627089465105,0.9728490015289811,0.17309204802005249,0.9759080800593032
0.1387376412583722,0.9841078626696937,0.1491164805136136,0.9812824314306894
0.13325695732677426,0.9829495436222954,0.14913869838742816,0.9810971089696071
