train_loss,train_acc,val_loss,val_acc,train_time,val_time,epoch_time
1.4078008049520954,0.44178454842219805,,0.6467391304347826,6.443925142288208,1.0872550010681152,7.5314319133758545
0.8428789120295952,0.6126224156692056,,0.6820652173913043,5.189049005508423,1.0915069580078125,6.280790090560913
0.5787904036456141,0.779107725788901,,0.7038043478260869,5.2187089920043945,1.0987768173217773,6.317735910415649
0.47714071952063464,0.8171926006528836,,0.6902173913043478,5.053705930709839,1.1097588539123535,6.163725137710571
0.3062736754594692,0.8835690968443961,,0.7364130434782609,5.230374813079834,1.0733518600463867,6.303961992263794
0.20633519633576788,0.9336235038084875,,0.7391304347826086,5.352834939956665,1.1455938816070557,6.498698949813843
0.16831527557224035,0.9423286180631121,,0.7282608695652174,5.299625873565674,1.1059999465942383,6.40587592124939
0.13091660517364226,0.9651795429815017,,0.6820652173913043,5.2121968269348145,1.1107821464538574,6.323266267776489
0.10075731239891772,0.9640914036996736,,0.6521739130434783,5.329967021942139,1.1509931087493896,6.481258869171143
0.0678686469448088,0.9749727965179543,,0.7418478260869565,5.256185054779053,1.1288812160491943,6.385358095169067
0.039724526661929896,0.9880304678998912,,0.7391304347826086,5.297045946121216,1.1694390773773193,6.466738939285278
0.03651225197546441,0.9891186071817193,,0.75,5.174933671951294,1.1067798137664795,6.281980752944946
0.032950483073865805,0.9891186071817193,,0.7527173913043478,5.143473863601685,1.1006522178649902,6.244384050369263
0.020173415563727634,0.9967355821545157,,0.7581521739130435,5.162858963012695,1.1341259479522705,6.297240972518921
0.009614051763241276,1.0,,0.7391304347826086,5.011596918106079,1.1060190200805664,6.117856025695801
0.00618816968374725,1.0,,0.75,5.104819297790527,1.1313130855560303,6.236419916152954
0.005873612240599147,0.998911860718172,,0.7418478260869565,5.125714063644409,1.128906011581421,6.254903793334961
0.0047127175955744135,1.0,,0.75,5.0952136516571045,1.1031427383422852,6.198649883270264
0.005652883022838947,0.998911860718172,,0.7527173913043478,5.127831935882568,1.091369867324829,6.219496965408325
0.0043365677190414665,1.0,,0.75,5.180506944656372,1.1396141052246094,6.320376873016357
0.0036152908086760677,1.0,,0.7472826086956522,5.110176086425781,1.1543312072753906,6.264752149581909
0.0031230643528096123,1.0,,0.7527173913043478,5.1788341999053955,1.0811047554016113,6.26030707359314
0.003013534740352168,1.0,,0.75,5.123714208602905,1.1154191493988037,6.23937726020813
0.005130181833700244,1.0,,0.7527173913043478,5.148823022842407,1.197674036026001,6.346759796142578
0.003812449202463352,1.0,,0.7527173913043478,5.252238988876343,1.1158771514892578,6.368365049362183
