train_loss,train_acc,val_loss,val_acc
1.34440153872473,0.3224610822831727,1.2772536693617356,0.3323442136498516
1.127367288050567,0.5066716085989622,0.9280121035354082,0.599406528189911
0.7242497736533012,0.7327650111193477,0.42155591589073804,0.8501483679525222
0.32698818005224656,0.896590066716086,0.16001593564138855,0.9525222551928784
0.14190571900655533,0.964047442550037,0.08749007220315032,0.9747774480712166
0.056379775985105504,0.9885100074128984,0.038671242563205574,0.9940652818991098
0.04217475950690372,0.9899925871015567,0.03524451382014207,0.9925816023738873
0.027729999834048898,0.994069681245367,0.03203167204696382,0.9925816023738873
0.013092557418665754,0.9981467753891772,0.02433121638666286,0.9940652818991098
0.040425750228732044,0.9859154929577465,0.06836071229664349,0.9762611275964391
0.0615827760524144,0.9833209785025945,0.07252016375491092,0.9747774480712166
0.03232459694604505,0.9892512972572276,0.022624782410783282,0.9940652818991098
0.018095106086483605,0.9962935507783544,0.020745542921230122,0.9955489614243324
0.005517027751189077,0.9988880652335063,0.021718618419389567,0.9970326409495549
0.004542157032141102,0.9996293550778355,0.018110256297827722,0.9985163204747775
